"StandardCode","Version","StandardName","StandardSectorCode","NotionalEndLevel","EffectiveFrom","LastDateStarts","EffectiveTo","URLLink","SectorSubjectAreaTier1","SectorSubjectAreaTier2","IntegratedDegreeStandard","OtherBodyApprovalRequired","Created_On","Created_By","Modified_On","Modified_By"
"236","1","Senior Leader","24","7","27 Feb 2018","","","https://www.instituteforapprenticeships.org/apprenticeship-standards/senior-leader-masters-degree-apprenticeship-degree/","15.00","15.30","N","","02 Mar 2018","KFISHER","24 Jan 2019","KTEMPERLEY"
"237","1","Improvement Practitioner","71","4","27 Feb 2018","","","https://www.instituteforapprenticeships.org/apprenticeship-standards/improvement-practitioner/","4.00","4.10","N","","02 Mar 2018","KFISHER","02 Mar 2018","KFISHER"
"238","1","Improvement Technician","71","3","27 Feb 2018","","","https://www.instituteforapprenticeships.org/apprenticeship-standards/improvement-technician/","4.00","4.10","N","","02 Mar 2018","KFISHER","02 Mar 2018","KFISHER"
"239","1","Carpentry and Joinery","55","2","27 Feb 2018","","","https://www.instituteforapprenticeships.org/apprenticeship-standards/carpentry-and-joinery/","5.00","5.20","N","","02 Mar 2018","KFISHER","02 Mar 2018","KFISHER"
"240","1","Advanced Carpentry and Joinery","55","3","27 Feb 2018","","","https://www.instituteforapprenticeships.org/apprenticeship-standards/advanced-carpentry-and-joinery/","5.00","5.20","N","","02 Mar 2018","KFISHER","02 Mar 2018","KFISHER"
"241","1","Operational Firefighter","16","3","27 Feb 2018","","","https://www.instituteforapprenticeships.org/apprenticeship-standards/operational-firefighter/","1.00","1.40","N","","02 Mar 2018","KFISHER","02 Mar 2018","KFISHER"
"242","1","Community Energy Specialist","38","4","27 Feb 2018","","","https://www.instituteforapprenticeships.org/apprenticeship-standards/community-energy-specialist/","15.00","15.20","N","","02 Mar 2018","KFISHER","02 Mar 2018","KFISHER"
"243","1","Rehabilitation Worker (Visual Impairment)","72","5","27 Feb 2018","","","https://www.instituteforapprenticeships.org/apprenticeship-standards/rehabilitation-worker-visual-impairment/","1.00","1.20","N","","02 Mar 2018","KFISHER","02 Mar 2018","KFISHER"
"244","1","Geospatial Survey Technician","21","3","27 Feb 2018","","","https://www.instituteforapprenticeships.org/apprenticeship-standards/geospatial-survey-technician/","5.00","5.20","N","","02 Mar 2018","KFISHER","02 Mar 2018","KFISHER"
"245","1","Food and Drink Advanced Engineer (degree)","71","6","27 Feb 2018","","","https://www.instituteforapprenticeships.org/apprenticeship-standards/food-and-drink-advanced-engineer-degree/","4.00","4.10","Y","N","02 Mar 2018","KFISHER","11 Jul 2018","KTEMPERLEY"
"246","1","Network Operations","48","2","27 Feb 2018","","","https://www.instituteforapprenticeships.org/apprenticeship-standards/network-operations/","4.00","4.30","N","","02 Mar 2018","KFISHER","02 Mar 2018","KFISHER"
"247","1","Optical Assistant","72","2","27 Feb 2018","","","https://www.instituteforapprenticeships.org/apprenticeship-standards/optical-assistant/","1.00","1.30","N","","02 Mar 2018","KFISHER","02 Mar 2018","KFISHER"
"248","1","Science Industry Process/Plant Engineer (Degree)","71","6","27 Feb 2018","","","https://www.instituteforapprenticeships.org/apprenticeship-standards/science-industry-processplant-engineer-degree/","4.00","4.20","N","","02 Mar 2018","KFISHER","02 Mar 2018","KFISHER"
"249","1","Science Manufacturing Process Operative","71","2","27 Feb 2018","","","https://www.instituteforapprenticeships.org/apprenticeship-standards/science-manufacturing-process-operative/","4.00","4.20","N","","02 Mar 2018","KFISHER","02 Mar 2018","KFISHER"
"250","1","Business Fire Safety Advisor","56","3","27 Feb 2018","","","https://www.instituteforapprenticeships.org/apprenticeship-standards/business-fire-safety-advisor/","1.00","1.40","N","","02 Mar 2018","KFISHER","02 Mar 2018","KFISHER"
"251","1","Community Sport and Health Officer","72","3","09 Mar 2018","","","https://www.instituteforapprenticeships.org/apprenticeship-standards/community-sport-and-health-officer/","8.00","8.10","N","","12 Mar 2018","KFISHER","12 Mar 2018","KFISHER"
"252","1","Advanced Clinical Practitioner (degree)","72","7","27 Mar 2018","","","https://www.instituteforapprenticeships.org/apprenticeship-standards/advanced-clinical-practitioner-degree/","1.00","1.20","Y","","03 Apr 2018","KFISHER","11 Jul 2018","KTEMPERLEY"
"253","1","Regulatory Compliance Officer","16","4","27 Mar 2018","","","https://www.instituteforapprenticeships.org/apprenticeship-standards/regulatory-compliance-officer/","1.00","1.40","N","","03 Apr 2018","KFISHER","03 Apr 2018","KFISHER"
"254","1","Geospatial Mapping and Science (degree)","55","6","27 Mar 2018","","","https://www.instituteforapprenticeships.org/apprenticeship-standards/geospatial-mapping-and-science-degree/","5.00","5.30","N","","03 Apr 2018","KFISHER","11 Jul 2018","KTEMPERLEY"
"255","1","Actuary","1","7","27 Mar 2018","","","https://www.instituteforapprenticeships.org/apprenticeship-standards/actuary/","15.00","15.10","N","","03 Apr 2018","KFISHER","03 Apr 2018","KFISHER"
"256","1","Police Constable (degree)","29","6","27 Mar 2018","","","https://www.instituteforapprenticeships.org/apprenticeship-standards/police-constable-degree/","1.00","1.40","Y","","03 Apr 2018","KFISHER","11 Jul 2018","KTEMPERLEY"
"257","1","Public Relations Assistant","75","4","27 Mar 2018","","","https://www.instituteforapprenticeships.org/apprenticeship-standards/public-relations-assistant/","15.00","15.30","N","N","03 Apr 2018","KFISHER","06 Jul 2018","KTEMPERLEY"
"258","1","Senior/Head of Facilities Management (degree)","66","6","27 Mar 2018","","","https://www.instituteforapprenticeships.org/apprenticeship-standards/seniorhead-of-facilities-management-degree/","7.00","7.30","Y","","03 Apr 2018","KFISHER","11 Jul 2018","KTEMPERLEY"
"259","1","Construction Site Engineering Technician","55","4","27 Mar 2018","","","https://www.instituteforapprenticeships.org/apprenticeship-standards/construction-site-engineering-technician/","5.00","5.20","N","","03 Apr 2018","KFISHER","03 Apr 2018","KFISHER"
"260","1","Safety, Health and Environment Technician","66","3","29 Mar 2018","","","https://www.instituteforapprenticeships.org/apprenticeship-standards/safety-health-and-environment-technician/","5.00","5.20","N","","03 Apr 2018","KFISHER","02 Jan 2019","KTEMPERLEY"
"261","1","Trade Supplier","74","2","10 Apr 2018","","","https://www.instituteforapprenticeships.org/apprenticeship-standards/trade-supplier/","7.00","7.10","N","","13 Apr 2018","KFISHER","13 Apr 2018","KFISHER"
"262","1","Emergency Service Contact Handling","56","3","12 Apr 2018","","","https://www.instituteforapprenticeships.org/apprenticeship-standards/emergency-service-contact-handling/","1.00","1.40","N","","13 Apr 2018","KFISHER","13 Apr 2018","KFISHER"
"263","1","Equine Groom","73","2","13 Apr 2018","","","https://www.instituteforapprenticeships.org/apprenticeship-standards/equine-groom/","3.00","3.30","N","","16 Apr 2018","KFISHER","16 Apr 2018","KFISHER"
"264","1","International Freight Forwarding Specialist","51","3","20 Apr 2018","","","https://www.instituteforapprenticeships.org/apprenticeship-standards/international-freight-forwarding-specialist/","7.00","7.20","N","","23 Apr 2018","KFISHER","23 Apr 2018","KFISHER"
"265","1","Port Marine Operations Officer","14","4","25 May 2018","","","https://www.instituteforapprenticeships.org/apprenticeship-standards/port-marine-operations-officer/","4.00","4.30","N","N","02 May 2018","KFISHER","25 May 2018","KFISHER"
"266","1","Facilities Manager","66","4","03 May 2018","","","https://www.instituteforapprenticeships.org/apprenticeship-standards/facilities-manager/","7.00","7.30","N","N","08 May 2018","KFISHER","08 May 2018","KFISHER"
"267","1","Textile Manufacturing Operative","71","2","03 May 2018","","","https://www.instituteforapprenticeships.org/apprenticeship-standards/textile-manufacturing-operative/","4.00","4.20","N","N","08 May 2018","KFISHER","08 May 2018","KFISHER"
"268","1","Pest Control Technician","73","2","08 May 2018","","","https://www.instituteforapprenticeships.org/apprenticeship-standards/pest-control-technician/","3.00","3.10","N","N","08 May 2018","KFISHER","08 May 2018","KFISHER"
"269","1","Custody and Detention Officer","29","3","08 May 2018","","","https://www.instituteforapprenticeships.org/apprenticeship-standards/custody-detention-officer/","1.00","1.40","N","N","11 May 2018","KFISHER","11 May 2018","KFISHER"
"270","1","Senior Investment / Commercial Banking Professional","9","7","08 May 2018","","","https://www.instituteforapprenticeships.org/apprenticeship-standards/senior-investment-commercial-banking-professional/","15.00","15.10","N","N","11 May 2018","KFISHER","11 May 2018","KFISHER"
"271","1","Advanced Baker","47","3","08 May 2018","","","https://www.instituteforapprenticeships.org/apprenticeship-standards/advanced-baker/","4.00","4.20","N","N","11 May 2018","KFISHER","11 May 2018","KFISHER"
"272","1","Academic Professional","16","7","08 May 2018","","","https://www.instituteforapprenticeships.org/apprenticeship-standards/academic-professional/","13.00","13.10","N","N","11 May 2018","KFISHER","11 May 2018","KFISHER"
"273","1","Scaffolder","55","2","08 May 2018","","","https://www.instituteforapprenticeships.org/apprenticeship-standards/scaffolder/","5.00","5.20","N","N","11 May 2018","KFISHER","11 May 2018","KFISHER"
"274","1","Abattoir Worker","23","2","08 May 2018","","","https://www.instituteforapprenticeships.org/apprenticeship-standards/abattoir-worker/","3.00","3.10","N","N","11 May 2018","KFISHER","11 May 2018","KFISHER"
"275","1","Building Services Engineering Technician","67","4","08 May 2018","","","https://www.instituteforapprenticeships.org/apprenticeship-standards/building-services-engineering-technician/","5.00","5.20","N","N","11 May 2018","KFISHER","02 Jul 2018","KFISHER"
"276","1","Building Services Engineering Site Management (Degree)","67","6","08 May 2018","","","https://www.instituteforapprenticeships.org/apprenticeship-standards/building-services-engineering-site-management-degree/","5.00","5.20","N","N","11 May 2018","KFISHER","02 Jul 2018","KFISHER"
"277","1","Civil Engineering Site Management (Degree)","68","6","09 May 2018","","","https://www.instituteforapprenticeships.org/apprenticeship-standards/civil-engineering-site-management-degree/","4.00","4.10","N","N","11 May 2018","KFISHER","11 May 2018","KFISHER"
"278","1","Customer Service Specialist","54","3","10 May 2018","","","https://www.instituteforapprenticeships.org/apprenticeship-standards/customer-service-specialist/","7.00","7.10","N","N","11 May 2018","KFISHER","11 May 2018","KFISHER"
"279","1","Maritime Caterer","14","2","10 May 2018","","","https://www.instituteforapprenticeships.org/apprenticeship-standards/maritime-caterer/","7.00","7.40","N","N","11 May 2018","KFISHER","11 May 2018","KFISHER"
"280","1","Publishing Assistant","70","3","09 May 2018","","","https://www.instituteforapprenticeships.org/apprenticeship-standards/publishing-assistant/","9.00","9.40","N","N","11 May 2018","KFISHER","11 May 2018","KFISHER"
"281","1","Podiatrist (Degree)","46","6","14 May 2018","","","https://www.instituteforapprenticeships.org/apprenticeship-standards/podiatrist-degree/","1.00","1.20","Y","Y","16 May 2018","KFISHER","07 Feb 2019","KTEMPERLEY"
"282","1","Police Community Support Officer","16","4","17 May 2018","","","https://www.instituteforapprenticeships.org/apprenticeship-standards/police-community-support-officer/","1.00","1.40","N","N","18 May 2018","KFISHER","18 May 2018","KFISHER"
"283","1","Autocare Technician","3","2","24 May 2018","","","https://www.instituteforapprenticeships.org/apprenticeship-standards/autocare-technician/","4.00","4.30","N","N","25 May 2018","KFISHER","25 May 2018","KFISHER"
"284","1","Poultry Worker","73","2","06 Jun 2018","","","https://www.instituteforapprenticeships.org/apprenticeship-standards/poultry-worker/","3.00","3.10","N","N","12 Jun 2018","KTEMPERLEY","12 Jun 2018","KTEMPERLEY"
"285","1","Train Driver","48","3","13 Jun 2018","","","https://www.instituteforapprenticeships.org/apprenticeship-standards/train-driver/","4.00","4.30","N","N","14 Jun 2018","KTEMPERLEY","14 Jun 2018","KTEMPERLEY"
"286","1","Payroll Administrator","52","3","13 Jun 2018","","","https://www.instituteforapprenticeships.org/apprenticeship-standards/payroll-administrator/","15.00","15.20","N","N","14 Jun 2018","KTEMPERLEY","14 Jun 2018","KTEMPERLEY"
"287","1","Bricklayer","55","2","22 Jun 2018","","","https://www.instituteforapprenticeships.org/apprenticeship-standards/bricklayer/","5.00","5.20","N","N","28 Jun 2018","KFISHER","28 Jun 2018","KFISHER"
"288","1","Plasterer","55","3","22 Jun 2018","","","https://www.instituteforapprenticeships.org/apprenticeship-standards/plasterer/","5.00","5.20","N","N","28 Jun 2018","KFISHER","28 Jun 2018","KFISHER"
"289","1","Footwear Manufacturer","71","2","21 Jun 2018","","","https://www.instituteforapprenticeships.org/apprenticeship-standards/footwear-manufacturer/","4.00","4.20","N","N","28 Jun 2018","KFISHER","28 Jun 2018","KFISHER"
"290","1","Painter and Decorator","55","2","22 Jun 2018","","","https://www.instituteforapprenticeships.org/apprenticeship-standards/painter-and-decorator/","5.00","5.20","N","N","28 Jun 2018","KFISHER","28 Jun 2018","KFISHER"
"291","1","Project Manager (degree)","57","6","22 Jun 2018","","","https://www.instituteforapprenticeships.org/apprenticeship-standards/project-manager-degree/","15.00","15.30","Y","N","28 Jun 2018","KFISHER","28 Jun 2018","KFISHER"
"292","1","Marine Pilot","48","5","22 Jun 2018","","","https://www.instituteforapprenticeships.org/apprenticeship-standards/marine-pilot/","4.00","4.30","N","N","28 Jun 2018","KFISHER","28 Jun 2018","KFISHER"
"293","1","Digital Marketer integrated degree","7","6","22 Jun 2018","","","https://www.instituteforapprenticeships.org/apprenticeship-standards/digital-marketer-degree/","15.00","15.40","Y","N","28 Jun 2018","KFISHER","24 Jan 2019","KTEMPERLEY"
"294","1","Brewer","5","4","22 Jun 2018","","","https://www.instituteforapprenticeships.org/apprenticeship-standards/brewer/","4.00","4.20","N","N","28 Jun 2018","KFISHER","28 Jun 2018","KFISHER"
"295","1","Internal Audit Practitioner","52","4","22 Jun 2018","","","https://www.instituteforapprenticeships.org/apprenticeship-standards/internal-audit-practitioner/","15.00","15.10","N","N","28 Jun 2018","KFISHER","28 Jun 2018","KFISHER"
"296","1","Textile Care Operative","71","2","22 Jun 2018","","","https://www.instituteforapprenticeships.org/apprenticeship-standards/textile-care-operative/","7.00","7.30","N","N","28 Jun 2018","KFISHER","28 Jun 2018","KFISHER"
"297","1","Teaching Assistant","16","3","26 Jun 2018","","","https://www.instituteforapprenticeships.org/apprenticeship-standards/teaching-assistant/","13.00","13.20","N","N","02 Jul 2018","KFISHER","02 Jul 2018","KFISHER"
"298","1","Ambulance Support Worker (Emergency, Urgent and Non-Urgent)","62","3","26 Jun 2018","","","https://www.instituteforapprenticeships.org/apprenticeship-standards/ambulance-support-worker-emergency-urgent-and-non-urgent/","1.00","1.40","N","N","02 Jul 2018","KFISHER","02 Jul 2018","KFISHER"
"299","1","Architectural Assistant (degree)","55","6","27 Jun 2018","","","https://www.instituteforapprenticeships.org/apprenticeship-standards/architectural-assistant-degree/","5.00","5.10","Y","N","02 Jul 2018","KFISHER","02 Jul 2018","KFISHER"
"300","1","Architect (degree)","55","7","27 Jun 2018","","","https://www.instituteforapprenticeships.org/apprenticeship-standards/architect-degree/","5.00","5.10","Y","N","02 Jul 2018","KFISHER","02 Jul 2018","KFISHER"
"301","1","Rail and Rail Systems Principal Engineer (degree)","30","7","27 Jun 2018","","","https://www.instituteforapprenticeships.org/apprenticeship-standards/rail-rail-systems-principal-engineer-degree/","4.00","4.10","Y","N","02 Jul 2018","KFISHER","02 Jul 2018","KFISHER"
"302","1","Packaging Professional (degree)","71","6","27 Jun 2018","","","https://www.instituteforapprenticeships.org/apprenticeship-standards/packaging-professional-degree/","4.00","4.20","Y","N","02 Jul 2018","KFISHER","02 Jul 2018","KFISHER"
"303","1","Asbestos Analyst/Surveyor","21","3","29 Jun 2018","","","https://www.instituteforapprenticeships.org/apprenticeship-standards/asbestos-analystsurveyor/","5.00","5.20","N","N","02 Jul 2018","KFISHER","02 Jul 2018","KFISHER"
"304","1","Automotive Glazing Technician","3","3","28 Jun 2018","","","https://www.instituteforapprenticeships.org/apprenticeship-standards/automotive-glazing-technician/","4.00","4.20","N","N","02 Jul 2018","KFISHER","02 Jul 2018","KFISHER"
"305","1","Cabin Crew","48","3","28 Jun 2018","","","https://www.instituteforapprenticeships.org/apprenticeship-standards/cabin-crew/","8.00","8.20","N","N","02 Jul 2018","KFISHER","02 Jul 2018","KFISHER"
"306","1","Operating Department Practitioner (degree)","46","6","28 Jun 2018","","","https://www.instituteforapprenticeships.org/apprenticeship-standards/operating-department-practitioner-degree/","1.00","1.20","Y","Y","02 Jul 2018","KFISHER","07 Feb 2019","KTEMPERLEY"
"307","1","Clinical Trials Specialist (degree)","72","6","28 Jun 2018","","","https://www.instituteforapprenticeships.org/apprenticeship-standards/clinical-trials-specialist-degree/","1.00","1.10","N","N","02 Jul 2018","KFISHER","02 Jul 2018","KFISHER"
"308","1","Children,Young People and Families Manager","16","5","29 Jun 2018","","","https://www.instituteforapprenticeships.org/apprenticeship-standards/children-young-people-families-manager/","1.00","1.30","N","N","02 Jul 2018","KFISHER","02 Jul 2018","KFISHER"
"309","1","Children,Young People and Families Practitioner","16","4","29 Jun 2018","","","https://www.instituteforapprenticeships.org/apprenticeship-standards/children-young-people-families-practitioner/","1.00","1.30","N","N","02 Jul 2018","KFISHER","02 Jul 2018","KFISHER"
"310","1","Junior Estate Agent","12","2","11 Jul 2018","","","https://www.instituteforapprenticeships.org/apprenticeship-standards/junior-estate-agent/","7.00","7.30","N","N","13 Jul 2018","KFISHER","13 Jul 2018","KFISHER"
"311","1","Business to Business Sales Professional (degree)","74","6","26 Jun 2018","","","https://www.instituteforapprenticeships.org/apprenticeship-standards/business-to-business-sales-professional-degree/","15.00","15.40","Y","N","13 Jul 2018","KFISHER","13 Jul 2018","KFISHER"
"312","1","Piling Attendant","55","2","22 Jun 2018","","","https://www.instituteforapprenticeships.org/apprenticeship-standards/piling-attendant/","5.00","5.20","N","N","13 Jul 2018","KFISHER","13 Jul 2018","KFISHER"
"313","1","Rail and Rail Systems Senior Engineer (degree)","30","6","13 Jul 2018","","","https://www.instituteforapprenticeships.org/apprenticeship-standards/rail-rail-systems-senior-engineer-degree/","4.00","4.30","Y","N","13 Jul 2018","KFISHER","13 Jul 2018","KFISHER"
"314","1","Crop Technician","73","3","19 Jul 2018","","","https://www.instituteforapprenticeships.org/apprenticeship-standards/crop-technician/","3.00","3.10","N","N","20 Jul 2018","KFISHER","20 Jul 2018","KFISHER"
"315","1","Military Construction Engineering Technician","55","3","31 Jul 2018","","","https://www.instituteforapprenticeships.org/apprenticeship-standards/military-construction-engineering-technician/","4.00","4.10","N","N","31 Jul 2018","KFISHER","31 Jul 2018","KFISHER"
"316","1","Metal Recycling General Operative","68","2","07 Aug 2018","","","https://www.instituteforapprenticeships.org/apprenticeship-standards/metal-recycling-general-operative/","4.00","4.10","N","N","09 Aug 2018","KTEMPERLEY","09 Aug 2018","KTEMPERLEY"
"317","1","Senior Metrology Technician","45","5","07 Aug 2018","","","https://www.instituteforapprenticeships.org/apprenticeship-standards/senior-metrology-technician/","4.00","4.20","N","N","09 Aug 2018","KTEMPERLEY","09 Aug 2018","KTEMPERLEY"
"318","1","Paramedic (degree)","62","6","08 Aug 2018","","","https://www.instituteforapprenticeships.org/apprenticeship-standards/paramedic-degree/","1.00","1.20","N","N","09 Aug 2018","KTEMPERLEY","09 Aug 2018","KTEMPERLEY"
"319","1","Technician Scientist","72","5","07 Aug 2018","","","https://www.instituteforapprenticeships.org/apprenticeship-standards/technician-scientist/","2.00","2.10","N","N","09 Aug 2018","KTEMPERLEY","09 Aug 2018","KTEMPERLEY"
"320","1","Revenues and Welfare Benefits Practitioner","16","4","07 Aug 2018","","","https://www.instituteforapprenticeships.org/apprenticeship-standards/revenues-and-welfare-benefits-practitioner/","1.00","1.40","N","N","09 Aug 2018","KTEMPERLEY","09 Aug 2018","KTEMPERLEY"
"321","1","Personal Trainer","46","3","08 Aug 2018","","","https://www.instituteforapprenticeships.org/apprenticeship-standards/personal-trainer/","8.00","8.10","N","N","09 Aug 2018","KTEMPERLEY","09 Aug 2018","KTEMPERLEY"
"322","1","Workboat Crewmember","14","3","07 Aug 2018","","","https://www.instituteforapprenticeships.org/apprenticeship-standards/workboat-crewmember/","4.00","4.30","N","N","09 Aug 2018","KTEMPERLEY","09 Aug 2018","KTEMPERLEY"
"323","1","Professional Economist (degree)","1","6","08 Aug 2018","","","https://www.instituteforapprenticeships.org/apprenticeship-standards/professional-economist-degree/","11.00","11.40","Y","N","09 Aug 2018","KTEMPERLEY","09 Aug 2018","KTEMPERLEY"
"324","1","Internal Audit Professional","52","7","08 Aug 2018","","","https://www.instituteforapprenticeships.org/apprenticeship-standards/internal-audit-professional/","15.00","15.30","N","N","09 Aug 2018","KTEMPERLEY","09 Aug 2018","KTEMPERLEY"
"325","1","Learning and Development Consultant/ Business Partner","75","5","08 Aug 2018","","","https://www.instituteforapprenticeships.org/apprenticeship-standards/learning-and-development-consultant-business-partner/","13.00","13.10","N","N","09 Aug 2018","KTEMPERLEY","09 Aug 2018","KTEMPERLEY"
"326","1","Learning and Development Practitioner","75","3","08 Aug 2018","","","https://www.instituteforapprenticeships.org/apprenticeship-standards/learning-and-development-practitioner/","13.00","13.10","N","N","09 Aug 2018","KTEMPERLEY","09 Aug 2018","KTEMPERLEY"
"327","1","Digital and Technology Solution Specialist (degree)","7","7","07 Aug 2018","","","https://www.instituteforapprenticeships.org/apprenticeship-standards/digital-and-technology-solution-specialist-degree/","6.00","6.10","Y","N","09 Aug 2018","KTEMPERLEY","09 Aug 2018","KTEMPERLEY"
"328","1","Ordnance, Munitions and Explosives (OME) Professional","49","6","08 Aug 2018","","","https://www.instituteforapprenticeships.org/apprenticeship-standards/ordnance-munitions-and-explosives-ome-professional-degree/","4.00","4.10","Y","N","09 Aug 2018","KTEMPERLEY","24 Jan 2019","KTEMPERLEY"
"329","1","Formworker","55","2","08 Aug 2018","","","https://www.instituteforapprenticeships.org/apprenticeship-standards/formworker/","5.00","5.20","N","N","09 Aug 2018","KTEMPERLEY","09 Aug 2018","KTEMPERLEY"
"330","1","Mineral Processing Weighbridge Operator","71","2","08 Aug 2018","","","https://www.instituteforapprenticeships.org/apprenticeship-standards/mineral-processing-weighbridge-operator/","4.00","4.20","N","N","09 Aug 2018","KTEMPERLEY","09 Aug 2018","KTEMPERLEY"
"331","1","Poultry Technician","73","3","08 Aug 2018","","","https://www.instituteforapprenticeships.org/apprenticeship-standards/poultry-technician/","4.00","4.20","N","N","09 Aug 2018","KTEMPERLEY","09 Aug 2018","KTEMPERLEY"
"332","1","Animal Care and Welfare Assistant","73","2","08 Aug 2018","","","https://www.instituteforapprenticeships.org/apprenticeship-standards/animal-care-and-welfare-assistant/","3.00","3.30","N","N","09 Aug 2018","KTEMPERLEY","09 Aug 2018","KTEMPERLEY"
"333","1","Veterinary Nurse","73","3","08 Aug 2018","","","https://www.instituteforapprenticeships.org/apprenticeship-standards/veterinary-nurse/","3.00","3.30","N","N","09 Aug 2018","KTEMPERLEY","09 Aug 2018","KTEMPERLEY"
"334","1","Sewing Machinist","71","2","08 Aug 2018","","","https://www.instituteforapprenticeships.org/apprenticeship-standards/sewing-machinist/","9.00","9.30","N","N","09 Aug 2018","KTEMPERLEY","09 Aug 2018","KTEMPERLEY"
"335","1","Senior Equine Groom","73","3","07 Aug 2018","","","https://www.instituteforapprenticeships.org/apprenticeship-standards/senior-equine-groom/","3.00","3.30","N","N","09 Aug 2018","KTEMPERLEY","09 Aug 2018","KTEMPERLEY"
"336","1","Highways Maintenance Skilled Operative","55","2","10 Aug 2018","","","https://www.instituteforapprenticeships.org/apprenticeship-standards/highways-maintenance-skilled-operative/","5.00","5.20","N","N","16 Aug 2018","KTEMPERLEY","16 Aug 2018","KTEMPERLEY"
"337","1","Data Scientist (degree)","7","6","17 Aug 2018","","","https://www.instituteforapprenticeships.org/apprenticeship-standards/data-scientist-degree/","6.00","6.10","Y","N","20 Aug 2018","KTEMPERLEY","20 Aug 2018","KTEMPERLEY"
"338","1","Express Delivery Operative","48","2","17 Aug 2018","","","https://www.instituteforapprenticeships.org/apprenticeship-standards/express-delivery-operative/","7.00","7.20","N","N","20 Aug 2018","KTEMPERLEY","20 Aug 2018","KTEMPERLEY"
"339","1","Bicycle Mechanic","71","2","22 Aug 2018","","","https://www.instituteforapprenticeships.org/apprenticeship-standards/bicycle-mechanic/","4.00","4.30","N","N","28 Aug 2018","KTEMPERLEY","28 Aug 2018","KTEMPERLEY"
"340","1","Mammography Associate","72","4","22 Aug 2018","","","https://www.instituteforapprenticeships.org/apprenticeship-standards/mammography-associate/","1.00","1.10","N","N","28 Aug 2018","KTEMPERLEY","28 Aug 2018","KTEMPERLEY"
"341","1","Heritage Engineering Technician","71","3","23 Aug 2018","","","https://www.instituteforapprenticeships.org/apprenticeship-standards/heritage-engineering-technician/","4.00","4.10","N","N","28 Aug 2018","KTEMPERLEY","28 Aug 2018","KTEMPERLEY"
"342","1","Propulsion Technician","71","4","05 Sep 2018","","","https://www.instituteforapprenticeships.org/apprenticeship-standards/propulsion-technician/","4.00","4.10","N","N","12 Sep 2018","KTEMPERLEY","12 Sep 2018","KTEMPERLEY"
"343","1","Demolition Operative","55","2","12 Sep 2018","","","https://www.instituteforapprenticeships.org/apprenticeship-standards/demolition-operative/","5.00","5.20","N","N","12 Sep 2018","KTEMPERLEY","12 Sep 2018","KTEMPERLEY"
"344","1","Stockperson (beef, pigs, sheep, dairy)","73","2","13 Sep 2018","","","https://www.instituteforapprenticeships.org/apprenticeship-standards/stockperson-beef-pigs-sheep-dairy/","3.00","3.30","N","N","17 Sep 2018","KTEMPERLEY","17 Sep 2018","KTEMPERLEY"
"345","1","Rail and Rail Systems Engineer","30","5","24 Sep 2018","","","https://www.instituteforapprenticeships.org/apprenticeship-standards/rail-rail-systems-engineer/","4.00","4.10","N","N","26 Sep 2018","KTEMPERLEY","26 Sep 2018","KTEMPERLEY"
"346","1","Risk and Safety Management Professional (degree)","71","7","24 Sep 2018","","","https://www.instituteforapprenticeships.org/apprenticeship-standards/risk-and-safety-management-professional-degree/","4.00","4.10","N","N","26 Sep 2018","KTEMPERLEY","26 Sep 2018","KTEMPERLEY"
"347","1","Motorcycle Technician (Repair and Maintenance)","71","3","24 Sep 2018","","","https://www.instituteforapprenticeships.org/apprenticeship-standards/motorcycle-technician-repair-and-maintenance/","4.00","4.30","N","N","26 Sep 2018","KTEMPERLEY","26 Sep 2018","KTEMPERLEY"
"348","1","Marketing Manager","74","6","24 Sep 2018","","","https://www.instituteforapprenticeships.org/apprenticeship-standards/marketing-manager/","15.00","15.40","N","N","26 Sep 2018","KTEMPERLEY","26 Sep 2018","KTEMPERLEY"
"349","1","Marketing Executive","74","4","24 Sep 2018","","","https://www.instituteforapprenticeships.org/apprenticeship-standards/marketing-executive/","15.00","15.40","N","N","26 Sep 2018","KTEMPERLEY","26 Sep 2018","KTEMPERLEY"
"350","1","Port Operative","48","2","24 Sep 2018","","","https://www.instituteforapprenticeships.org/apprenticeship-standards/port-operative/","4.00","4.30","N","N","26 Sep 2018","KTEMPERLEY","26 Sep 2018","KTEMPERLEY"
"351","1","Outdoor Activity Instructor","72","3","24 Sep 2018","","","https://www.instituteforapprenticeships.org/apprenticeship-standards/outdoor-activity-instructor/","8.00","8.10","N","N","26 Sep 2018","KTEMPERLEY","26 Sep 2018","KTEMPERLEY"
"352","1","Engineering Operative","71","2","24 Sep 2018","","","https://www.instituteforapprenticeships.org/apprenticeship-standards/engineering-operative/","4.00","4.10","N","N","26 Sep 2018","KTEMPERLEY","26 Sep 2018","KTEMPERLEY"
"353","1","Powered Pedestrian Door Installer and Service Engineer","55","2","24 Sep 2018","","","https://www.instituteforapprenticeships.org/apprenticeship-standards/powered-pedestrian-door-installer-and-service-engineer/","4.00","4.10","N","N","26 Sep 2018","KTEMPERLEY","26 Sep 2018","KTEMPERLEY"
"354","1","Broadcast and Media Systems Engineer (degree)","32","6","24 Sep 2018","","","https://www.instituteforapprenticeships.org/apprenticeship-standards/broadcast-and-media-systems-engineer-degree/","4.00","4.10","Y","N","26 Sep 2018","KTEMPERLEY","26 Sep 2018","KTEMPERLEY"
