"StandardCode","Version","StandardName","StandardSectorCode","NotionalEndLevel","EffectiveFrom","LastDateStarts","EffectiveTo","URLLink","SectorSubjectAreaTier1","SectorSubjectAreaTier2","IntegratedDegreeStandard","OtherBodyApprovalRequired","Created_On","Created_By","Modified_On","Modified_By"
"355","1","Cyber Security Technical Professional (degree)","7","6","24 Sep 2018","","","https://www.instituteforapprenticeships.org/apprenticeship-standards/cyber-security-technical-professional-degree/","6.00","6.10","Y","N","26 Sep 2018","KTEMPERLEY","26 Sep 2018","KTEMPERLEY"
"356","1","Fencing Installer","55","2","24 Sep 2018","","","https://www.instituteforapprenticeships.org/apprenticeship-standards/fencing-installer/","5.00","5.20","N","N","26 Sep 2018","KTEMPERLEY","26 Sep 2018","KTEMPERLEY"
"357","1","Structural Steelwork Fabricator","55","2","27 Sep 2018","","","https://www.instituteforapprenticeships.org/apprenticeship-standards/structural-steelwork-fabricator/","4.00","4.10","N","N","01 Oct 2018","KTEMPERLEY","01 Oct 2018","KTEMPERLEY"
"358","1","Industrial Coatings Applicator","55","2","27 Sep 2018","","","https://www.instituteforapprenticeships.org/apprenticeship-standards/industrial-coatings-applicator/","5.00","5.20","N","N","01 Oct 2018","KTEMPERLEY","01 Oct 2018","KTEMPERLEY"
"359","1","Fashion and Textiles Product Technologist","71","4","04 Oct 2018","","","https://www.instituteforapprenticeships.org/apprenticeship-standards/fashion-and-textiles-product-technologist/","9.00","9.20","N","N","05 Oct 2018","KTEMPERLEY","05 Oct 2018","KTEMPERLEY"
"360","1","Specialist Tyre Operative","71","2","05 Oct 2018","","","https://www.instituteforapprenticeships.org/apprenticeship-standards/specialist-tyre-operative/","4.00","4.30","N","N","09 Oct 2018","KTEMPERLEY","09 Oct 2018","KTEMPERLEY"
"361","1","Fashion and Textiles Pattern Cutter","71","3","05 Oct 2018","","","https://www.instituteforapprenticeships.org/apprenticeship-standards/fashion-and-textiles-pattern-cutter/","9.00","9.20","N","N","09 Oct 2018","KTEMPERLEY","09 Oct 2018","KTEMPERLEY"
"362","1","Maritime Electrical / Mechanical Mechanic","71","2","05 Oct 2018","","","https://www.instituteforapprenticeships.org/apprenticeship-standards/maritime-electrical-mechanical-mechanic/","4.00","4.10","N","N","09 Oct 2018","KTEMPERLEY","09 Oct 2018","KTEMPERLEY"
"363","1","Beauty Therapist","63","2","11 Oct 2018","","","https://www.instituteforapprenticeships.org/apprenticeship-standards/beauty-therapist/","7.00","7.30","N","N","16 Oct 2018","KTEMPERLEY","16 Oct 2018","KTEMPERLEY"
"364","1","Production Chef","5","2","11 Oct 2018","","","https://www.instituteforapprenticeships.org/apprenticeship-standards/production-chef/","7.00","7.40","N","N","16 Oct 2018","KTEMPERLEY","16 Oct 2018","KTEMPERLEY"
"365","1","Metal Casting, Foundry and Patternmaking Technician","71","3","11 Oct 2018","","","https://www.instituteforapprenticeships.org/apprenticeship-standards/metal-casting-foundry-patternmaking-technician/","4.00","4.10","N","N","16 Oct 2018","KTEMPERLEY","16 Oct 2018","KTEMPERLEY"
"366","1","Mineral and Construction Product Sampling and Testing Operations","71","2","17 Oct 2018","","","https://www.instituteforapprenticeships.org/apprenticeship-standards/mineral-and-construction-product-sampling-and-testing-operations/","4.00","4.10","N","N","18 Oct 2018","KTEMPERLEY","18 Oct 2018","KTEMPERLEY"
"367","1","Security First Line Manager","16","3","22 Oct 2018","","","https://www.instituteforapprenticeships.org/apprenticeship-standards/security-first-line-manager/","1.00","1.40","N","N","31 Oct 2018","TEMPERLEYK","31 Oct 2018","TEMPERLEYK"
"368","1","Prosthetist / Orthotist (degree)","72","6","31 Oct 2018","","","https://www.instituteforapprenticeships.org/apprenticeship-standards/prosthetist-orthotist-degree/","1.00","1.20","Y","Y","31 Oct 2018","TEMPERLEYK","07 Feb 2019","KTEMPERLEY"
"369","1","Sales Executive","74","4","02 Nov 2018","","","https://www.instituteforapprenticeships.org/apprenticeship-standards/sales-executive/","15.00","15.40","N","N","09 Nov 2018","KFISHER","09 Nov 2018","KFISHER"
"370","1","Prosthetic and Orthotic Technician","72","3","07 Nov 2018","","","https://www.instituteforapprenticeships.org/apprenticeship-standards/prosthetic-and-orthotic-technician/","1.00","1.20","N","N","09 Nov 2018","KFISHER","09 Nov 2018","KFISHER"
"371","1","Regulatory Affairs Specialist (degree)","46","7","08 Nov 2018","","","https://www.instituteforapprenticeships.org/apprenticeship-standards/regulatory-affairs-specialist-degree/","15.00","15.50","N","N","09 Nov 2018","KFISHER","13 Nov 2018","KTEMPERLEY"
"372","1","Floorlayer","55","2","08 Nov 2018","","","https://www.instituteforapprenticeships.org/apprenticeship-standards/floorlayer/","5.00","5.20","n","n","09 Nov 2018","KFISHER","09 Nov 2018","KFISHER"
"373","1","Advertising and Media Executive","74","3","08 Nov 2018","","","https://www.instituteforapprenticeships.org/apprenticeship-standards/advertising-and-media-executive/","9.00","9.30","N","N","09 Nov 2018","KFISHER","09 Nov 2018","KFISHER"
"374","1","Waste Resource Operative","48","2","08 Nov 2018","","","https://www.instituteforapprenticeships.org/apprenticeship-standards/waste-resource-operative/","3.00","3.40","N","n","09 Nov 2018","KFISHER","09 Nov 2018","KFISHER"
"375","1","Improvement Specialist","75","5","08 Nov 2018","","","https://www.instituteforapprenticeships.org/apprenticeship-standards/improvement-specialist/","15.00","15.30","N","N","09 Nov 2018","KFISHER","09 Nov 2018","KFISHER"
"376","1","Engineering Construction Erector / Rigger","55","3","08 Nov 2018","","","https://www.instituteforapprenticeships.org/apprenticeship-standards/engineering-construction-erectorrigger/","4.00","4.10","N","N","09 Nov 2018","KFISHER","09 Nov 2018","KFISHER"
"377","1","Engineering Fitter","71","3","20 Nov 2018","","","https://www.instituteforapprenticeships.org/apprenticeship-standards/engineering-fitter/","4.00","4.10","N","N","28 Nov 2018","KTEMPERLEY","28 Nov 2018","KTEMPERLEY"
"378","1","Structural Steelwork Erector","71","2","22 Nov 2018","","","https://www.instituteforapprenticeships.org/apprenticeship-standards/structural-steelwork-erector/","4.00","4.10","N","N","28 Nov 2018","KTEMPERLEY","28 Nov 2018","KTEMPERLEY"
"379","1","Animal Trainer","73","4","22 Nov 2018","","","https://www.instituteforapprenticeships.org/apprenticeship-standards/animal-trainer/","3.00","3.30","N","N","28 Nov 2018","KTEMPERLEY","28 Nov 2018","KTEMPERLEY"
"380","1","Wall and Floor Tiler","55","2","23 Nov 2018","","","https://www.instituteforapprenticeships.org/apprenticeship-standards/wall-and-floor-tiler/","5.00","5.20","N","N","28 Nov 2018","KTEMPERLEY","28 Nov 2018","KTEMPERLEY"
"381","1","Social Worker (degree)","16","6","30 Nov 2018","","","https://www.instituteforapprenticeships.org/apprenticeship-standards/social-worker-degree/","1.00","1.30","Y","Y","06 Dec 2018","KTEMPERLEY","07 Feb 2019","KTEMPERLEY"
"382","1","Intelligence Analyst","16","4","30 Nov 2018","","","https://www.instituteforapprenticeships.org/apprenticeship-standards/intelligence-analyst/","1.00","1.40","N","N","06 Dec 2018","KTEMPERLEY","06 Dec 2018","KTEMPERLEY"
"383","1","Live Event Technician","70","3","30 Nov 2018","","","https://www.instituteforapprenticeships.org/apprenticeship-standards/live-event-technician/","9.00","9.20","N","N","06 Dec 2018","KTEMPERLEY","06 Dec 2018","KTEMPERLEY"
"384","1","Retail Leadership degree apprenticeship","74","6","30 Nov 2018","","","https://www.instituteforapprenticeships.org/apprenticeship-standards/retail-leadership-degree/","7.00","7.10","Y","N","06 Dec 2018","KTEMPERLEY","24 Jan 2019","KTEMPERLEY"
"385","1","Hire Controller (Plant, Tools and Equipment)","55","2","04 Dec 2018","","","https://www.instituteforapprenticeships.org/apprenticeship-standards/hire-controller-plant-tools-and-equipment-formally-hire-desk-controller/","15.00","15.20","N","N","06 Dec 2018","KTEMPERLEY","06 Dec 2018","KTEMPERLEY"
"386","1","Maritime Operations Officer","14","3","04 Dec 2018","","","https://www.instituteforapprenticeships.org/apprenticeship-standards/maritime-operations-officer/","4.00","4.30","N","N","06 Dec 2018","KTEMPERLEY","06 Dec 2018","KTEMPERLEY"
"387","1","Midwife","69","6","05 Dec 2018","","","https://www.instituteforapprenticeships.org/apprenticeship-standards/midwife/","1.00","1.20","N","Y","06 Dec 2018","KTEMPERLEY","12 Dec 2018","FISHERK"
"388","1","Groundworker","55","2","07 Dec 2018","","","https://www.instituteforapprenticeships.org/apprenticeship-standards/groundworker/","5.00","5.20","N","N","08 Dec 2018","KFISHER","08 Dec 2018","KFISHER"
"389","1","Nail Services Technician","63","2","07 Dec 2018","","","https://www.instituteforapprenticeships.org/apprenticeship-standards/nail-services-technician/","7.00","7.30","N","N","08 Dec 2018","KFISHER","13 Dec 2018","KTEMPERLEY"
"390","1","Beauty and Make-Up Consultant","63","2","07 Dec 2018","","","https://www.instituteforapprenticeships.org/apprenticeship-standards/beauty-and-make-up-consultant/","7.00","7.30","N","N","08 Dec 2018","KFISHER","08 Dec 2018","KFISHER"
"391","1","Occupational Therapist (degree)","46","6","07 Dec 2018","","","https://www.instituteforapprenticeships.org/apprenticeship-standards/occupational-therapist-degree/","1.00","1.20","Y","Y","08 Dec 2018","KFISHER","13 Dec 2018","KTEMPERLEY"
"392","1","Landscape/Horticulture Supervisor","73","3","12 Dec 2018","","","https://www.instituteforapprenticeships.org/apprenticeship-standards/landscapehorticulture-supervisor/","3.00","3.20","N","N","02 Jan 2019","KTEMPERLEY","02 Jan 2019","KTEMPERLEY"
"393","1","Leather Craftsperson","70","2","14 Dec 2018","","","https://www.instituteforapprenticeships.org/apprenticeship-standards/leather-craftsperson/","4.00","4.20","N","N","02 Jan 2019","KTEMPERLEY","02 Jan 2019","KTEMPERLEY"
"394","1","Marina and Boatyard Operative","14","2","17 Dec 2018","","","https://www.instituteforapprenticeships.org/apprenticeship-standards/marina-and-boatyard-operative/","4.00","4.30","N","N","02 Jan 2019","KTEMPERLEY","02 Jan 2019","KTEMPERLEY"
"395","1","Library, Information and Archive Services Assistant","16","3","21 Dec 2018","","","https://www.instituteforapprenticeships.org/apprenticeship-standards/library-information-archive-services-assistant/","9.00","9.30","N","N","02 Jan 2019","KTEMPERLEY","02 Jan 2019","KTEMPERLEY"
"396","1","Pharmacy Services Assistant","72","2","18 Dec 2018","","","https://www.instituteforapprenticeships.org/apprenticeship-standards/pharmacy-services-assistant/","1.00","1.30","N","N","02 Jan 2019","KTEMPERLEY","02 Jan 2019","KTEMPERLEY"
"397","1","Physiotherapist (degree)","72","6","18 Dec 2018","","","https://www.instituteforapprenticeships.org/apprenticeship-standards/physiotherapist-degree/","1.00","1.20","Y","Y","02 Jan 2019","KTEMPERLEY","07 Feb 2019","KTEMPERLEY"
"398","1","Supply Chain Leadership Professional (degree)","51","6","24 Dec 2018","","","https://www.instituteforapprenticeships.org/apprenticeship-standards/supply-chain-leadership-professional-degree/","7.00","7.20","Y","N","02 Jan 2019","KTEMPERLEY","02 Jan 2019","KTEMPERLEY"
"399","1","Metal Fabricator","71","3","18 Jan 2019","","","https://www.instituteforapprenticeships.org/apprenticeship-standards/metal-fabricator/","4.00","4.20","N","N","21 Jan 2019","KTEMPERLEY","21 Jan 2019","KTEMPERLEY"
"400","1","Bid and Proposal Co-ordinator","74","3","29 Jan 2019","","","https://www.instituteforapprenticeships.org/apprenticeship-standards/bid-and-proposal-co-ordinator/","15.00","15.30","N","N","04 Feb 2019","KFISHER","04 Feb 2019","KFISHER"
"401","1","Assessor / Coach","16","4","29 Jan 2019","","","https://www.instituteforapprenticeships.org/apprenticeship-standards/assessorcoach/","13.00","13.10","N","N","04 Feb 2019","KFISHER","04 Feb 2019","KFISHER"
"402","1","Learning and Skills Teacher","16","5","29 Jan 2019","","","https://www.instituteforapprenticeships.org/apprenticeship-standards/learning-and-skills-teacher/","13.00","13.10","N","N","04 Feb 2019","KFISHER","04 Feb 2019","KFISHER"
"403","1","Learning Mentor","16","3","29 Jan 2019","","","https://www.instituteforapprenticeships.org/apprenticeship-standards/learning-mentor/","13.00","13.10","N","N","04 Feb 2019","KFISHER","04 Feb 2019","KFISHER"
"404","1","Lift and Escalator Electromechanic","71","3","29 Jan 2019","","","https://www.instituteforapprenticeships.org/apprenticeship-standards/lift-and-escalator-electromechanic/","4.00","4.10","N","N","04 Feb 2019","KFISHER","04 Feb 2019","KFISHER"
"405","1","Improvement Leader","75","6","29 Jan 2019","","","https://www.instituteforapprenticeships.org/apprenticeship-standards/improvement-leader/","15.00","15.30","N","N","04 Feb 2019","KFISHER","04 Feb 2019","KFISHER"
"406","1","Bioinformatics Scientist","72","7","29 Jan 2019","","","https://www.instituteforapprenticeships.org/apprenticeship-standards/bioinformatics-scientist/","2.00","2.10","N","N","04 Feb 2019","KFISHER","04 Feb 2019","KFISHER"
